timestamp,video time,track information,total up,man up,woman up,total down,man down,woman down
14:52:46,0:00:03.200000,"[{'ID': 0, 'location': array([273,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([232,  91]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:46,0:00:03.240000,"[{'ID': 0, 'location': array([274,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([237,  88]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:46,0:00:03.280000,"[{'ID': 0, 'location': array([275,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([235,  86]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:46,0:00:03.320000,"[{'ID': 0, 'location': array([274,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([237,  87]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:46,0:00:03.360000,"[{'ID': 0, 'location': array([275,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([237,  87]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:46,0:00:03.400000,"[{'ID': 0, 'location': array([275,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([236,  86]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:46,0:00:03.440000,"[{'ID': 0, 'location': array([273,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([236,  87]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:47,0:00:03.480000,"[{'ID': 0, 'location': array([276,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([237,  86]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:47,0:00:03.520000,"[{'ID': 0, 'location': array([275,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([235,  86]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:47,0:00:03.560000,"[{'ID': 0, 'location': array([275,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([236,  87]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:47,0:00:03.600000,"[{'ID': 0, 'location': array([276,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([236,  86]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:47,0:00:03.640000,"[{'ID': 0, 'location': array([277,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([237,  85]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:47,0:00:03.680000,"[{'ID': 0, 'location': array([278,  91]), 'gender': 'woman'}, {'ID': 1, 'location': array([235,  85]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:47,0:00:03.720000,"[{'ID': 0, 'location': array([277,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([237,  85]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:48,0:00:03.760000,"[{'ID': 0, 'location': array([279,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([236,  85]), 'gender': 'man'}, {'ID': 2, 'location': array([206,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:48,0:00:03.800000,"[{'ID': 0, 'location': array([278,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([237,  85]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:48,0:00:03.840000,"[{'ID': 0, 'location': array([278,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([236,  85]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:48,0:00:03.880000,"[{'ID': 0, 'location': array([280,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([238,  85]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:48,0:00:03.920000,"[{'ID': 0, 'location': array([281,  90]), 'gender': 'woman'}, {'ID': 1, 'location': array([238,  85]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:48,0:00:03.960000,"[{'ID': 0, 'location': array([280,  89]), 'gender': 'woman'}, {'ID': 1, 'location': array([239,  85]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:49,0:00:04,"[{'ID': 0, 'location': array([280,  89]), 'gender': 'woman'}, {'ID': 1, 'location': array([239,  85]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:49,0:00:04.040000,"[{'ID': 0, 'location': array([283,  93]), 'gender': 'woman'}, {'ID': 1, 'location': array([240,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:50,0:00:04.080000,"[{'ID': 0, 'location': array([282,  93]), 'gender': 'woman'}, {'ID': 1, 'location': array([240,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:50,0:00:04.120000,"[{'ID': 0, 'location': array([282,  93]), 'gender': 'woman'}, {'ID': 1, 'location': array([241,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:50,0:00:04.160000,"[{'ID': 0, 'location': array([282,  93]), 'gender': 'woman'}, {'ID': 1, 'location': array([240,  92]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:50,0:00:04.200000,"[{'ID': 0, 'location': array([283,  93]), 'gender': 'woman'}, {'ID': 1, 'location': array([241,  92]), 'gender': 'man'}, {'ID': 3, 'location': array([175,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:50,0:00:04.240000,"[{'ID': 0, 'location': array([283,  93]), 'gender': 'woman'}, {'ID': 1, 'location': array([241,  92]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:51,0:00:04.280000,"[{'ID': 0, 'location': array([284,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([242,  91]), 'gender': 'man'}, {'ID': 3, 'location': array([175,  82]), 'gender': 'man'}]",0,0,0,0,0,0
14:52:51,0:00:04.320000,"[{'ID': 0, 'location': array([283,  92]), 'gender': 'woman'}, {'ID': 1, 'location': array([242,  93]), 'gender': 'man'}, {'ID': 3, 'location': array([176,  81]), 'gender': 'man'}]",0,0,0,0,0,0
